author,followers,date,message,hashtags,retweet,location,score,sentiment,likes,popularity score,reach score,relevance score,company,sector
kongpig111,180,2022-11-28 08:17:32+00:00,RT @alvinllum: BREAKING: Court of Final Appeal has rejected DOJ’s appeal and given green light to the admission of Tim Owen KC to represent…,None,10,,-0.5106,negative,70668,70678,15,85129,Apple,Technology
chococoeyy,621,2022-11-28 08:17:28+00:00,"RT @PARKJIMINM8: 🗳 NETIZENS REPORT (APP)

Please vote for Apo 💪🏻

iOS https://t.co/Zi5L3jJ4Hf
Android https://t.co/gnpT1Zipjo

#2M4LoveAPO2…",None,3,Thailand,0.3182,positive,12765,12768,-31,31725,Apple,Technology
Laxix6,15472,2022-11-28 08:17:27+00:00,"RT @1djpowerplay: Good morning 🌞 
I have come again with my market please. I have not bought Christmas clothes for my sons. Please stream m…",None,3,In the hollow of his hands,0.7579,positive,51898,51901,12557,218956,Apple,Technology
backgroundmob,40,2022-11-28 08:17:27+00:00,"RT @CAR_GO_OFFICIAL: ／
✨ 超豪華 Apple iPad Pro 11インチ ✨
    /128GB/📲コラボプレゼント企画🎁
＼

抽選にて1名様に豪華プレゼント‼︎

Amazonギフト券100,000円分に変更可

　🥂応募方法🥂
①私と@rodi…",None,5628,,0.7579,positive,1063,6691,-2992,25554,Apple,Technology
yizhuoverse,1717,2022-11-28 08:17:26+00:00,@daesparation They need apple to sponsor them or smthn and send them a constant supply of AirPods 😭,None,0,svt atz nct gidle æspa xt,-0.4767,negative,114292,114292,1111,166747,Apple,Technology
alain22726,355,2022-11-28 08:17:25+00:00,"RT @lastfort_JP: 【#ラストサバ キャスト発表】

『 桜の刀姫』藤原千尋
CV：#大地葉

「剣術は、常に精確であるべし。」

💫フォロー&amp;RTで【大地葉さん直筆サイン色紙】を
#抽選 で5名様に🎁　〆12/5

今すぐダウンロード⬇️
https://t.c…",ラストサバ,754,,0.4404,positive,980,1734,-3643,14601,Apple,Technology
latumbo_apple,502,2022-11-28 08:17:25+00:00,"RT @WhereDidUBought: The consistency on and off cam. Kahit wlang cam tlga napaka tamis nyo KDLex. Anuna. 

CONGRATULATIONS KDLEX",None,35,,0.6841,positive,38878,38913,-629,69546,Apple,Technology
amony1001,251,2022-11-28 08:17:25+00:00,"@ShoppingAjooba حمّل تطبيق urpay وفعّل محفظتك لتستمتع بـ ١٠ ريال رصيد في محفظتك 😍.
حمّل التطبيق وحسّ بالفرق!
https://t.co/4EPFgP34hP",None,0,,0.5093,positive,1917,1917,-509,2577,Apple,Technology
ankurBHU115,69,2022-11-28 08:17:24+00:00,"RT @UnSubtleDesi: New #RealityBytes podcast is here. I chat with @swati_gs about Love Jihad, way forward and the categories of crimes again…",Realitybytes,218,BHU Varanasi,0.6369,positive,40091,40309,47,48119,Apple,Technology
nilgiri_apple,176,2022-11-28 08:17:24+00:00,"RT @Yodobashi_X: ／
汚れを落とすだけじゃない‼️
＼

究極の #スキンケア #クレンジング で、洗うだびうるおいキメ美肌に✨

メイクや毛穴の汚れ、角栓も徹底的に落とす❗️
濡れた手・ウォータープルーフマスカラもOK🎵
フォロー&amp;RTで抽選でマイルドクレンジ…",スキンケア,2793,本と服の山の中,0.3182,positive,31159,33952,-247,149350,Apple,Technology
FearToxic12,261,2022-11-28 08:17:24+00:00,"RT @RyujinxEmu: Announcing Mac and Apple Silicon support! Nintendo Switch emulation available for the first time on macOS!

Download the ma…",None,256,Ireland,0.508,positive,16829,17085,-640,19006,Apple,Technology
Archivist1000,5754,2022-11-28 08:17:23+00:00,"RT @StandForBetter: Hey Tim Cook, why are you spending ad dollars at Twitter while Elon Musk is re-platforming people who traffic in hate s…",None,252,University of Houston,-0.5719,negative,77182,77434,-612,298715,Apple,Technology
CyrilCyrusElli9,4,2022-11-28 08:17:23+00:00,"RT @searchfi_eth: APPLE 🤝 SpringfieldApes 
 
We're giving away 3 X FREEMINT @SpringfieldApes 
 
To enter:
🟣Follow 
@SpringfieldApes &amp; @eth_…",None,1354, Aruba,0.34,positive,299,1653,-519,1562,Apple,Technology
V8Fbf,5,2022-11-28 08:17:23+00:00,"Amazonブラックフライデー🎉
最大50%OFFも✨

セール会場はこちら
⏩https://t.co/znJavCiI2M

iPad、Apple Watch SE🍎
➡ https://t.co/P8gSsqzU9d

 チ… https://t.co/GD1uZan29a",None,0,,0.6124,positive,142,142,-11,154,Apple,Technology
mika_makela,1275,2022-11-28 08:17:23+00:00,"RT @uxlinks: 10 popular design systems to learn from &gt; https://t.co/FhkmKaNGfg
by @shantanukmr

#ux #ui #uxdesign #uidesign #designsystem #…",Ux,1,Finland,0.4215,positive,20360,20361,-2803,29554,Apple,Technology
raheem_kudus,75,2022-11-28 08:17:22+00:00,@PeterPsquare @freebidafrica That's a sure plug for anything apple product... The ceo is nick named Tallest... very… https://t.co/vBgoeAK3YO,None,0,Nigeria ,0.3182,positive,645,645,-232,2398,Apple,Technology
oylerklangford,2,2022-11-28 08:17:21+00:00,"RT @searchfi_eth: APPLE 🤝 OmNomWeb3

We're giving away 2 X WL for @OmNomWeb3 
 
To enter:
🟣Follow 
@OmNomWeb3 &amp; @eth_apple &amp; @searchfi_eth…",None,1901,USA,0.34,positive,69,1970,-137,1937,Apple,Technology
itsmekbsingh,69,2022-11-28 08:17:21+00:00,"@Apple @AppleSupport 
Sent my iPhone for your free earpiece replacement and got the phone back with cameras not wor… https://t.co/QVBoAt3Mld",None,0,"Bhubaneshwar, India",0.5106,positive,594,594,-96,775,Apple,Technology
Lacraa6,10582,2022-11-28 08:17:20+00:00,"@apple_christoph Fantastycznie 🥰 Czyli ma to sens 🤗

Miłego 😘",None,0,W Dobrym Wrocławiu  ❤,0.9169,positive,64200,64200,4980,112331,Apple,Technology
Farhataj8,3830,2022-11-28 08:17:20+00:00,"RT @Drwalu920: Get to your destination faster with Uber Boda. Use the code FREDRICK2 on your trip and enjoy a discount of up to Ugx 3,000 o…",None,42,,0.4939,positive,12310,12352,3708,30343,Apple,Technology
FatherOfTen_,11276,2022-11-28 08:17:19+00:00,RT @Oghenebruno: @Apple wtf is this 😂 😂 https://t.co/hCqcYNb0dr,None,80,her house.xx🤡,0.25,positive,101829,101909,9853,207230,Apple,Technology
zoyaaaa666,195,2022-11-28 08:17:19+00:00,"RT @zoyaaaa666: Jual canva, disney, youtube premium, apple music, netflix, iflix, hbo go, wetv, viu vip, iqiyi, vidio premium dll

Ria sw…",None,3,testi disini,0.5106,positive,58,61,-30,79,Apple,Technology
stockresearchhq,3469,2022-11-28 07:27:05+00:00,"Broadcom Inc $AVGO quarterly revenue growth rate YoY of 22.60% ranked

⭐⭐⭐

in our db. Not bad actually. https://t.co/PEyMUX5Rbx",None,0,,0.6652,positive,664,664,3406,258437,Broadcom,Technology
fundamentalsbot,2685,2022-11-26 22:36:05+00:00,Broadcom Inc's quarterly revenue growth rate YoY of 22.60% ranked 1377 out of 5766 companies in our database.… https://t.co/NllSnQBQ8m,None,0,,0.3818,positive,61,61,2680,209330,Broadcom,Technology
AISolutions_Inc,302,2022-11-24 14:46:11+00:00,"From the A&amp;I Solutions family to yours, Happy Thanksgiving! 🦃 🍂 

We are so incredibly grateful for the teams at Br… https://t.co/BSWxeJxsEJ",None,0,"Atlanta, GA",0.7759,positive,91,91,-96,3762,Broadcom,Technology
stockresearchhq,3469,2022-11-23 23:45:04+00:00,"Broadcom Inc $AVGO quarterly revenue growth rate YoY of 22.60% ranked

⭐⭐⭐

in our db. Not bad actually. https://t.co/PKapBcpQWl",None,0,,0.6652,positive,664,664,3406,258437,Broadcom,Technology
ISMG_News,3836,2022-11-23 13:30:00+00:00,Regulations in Europe are challenging Broadcom Inc.'s acquisition of @VMware because of potential competitive advan… https://t.co/9sEB1vcE3M,None,0,,0.3182,positive,1395,1395,2681,25714,Broadcom,Technology
sectest9,43625,2022-11-23 06:26:19+00:00,"RT @SushreeB: 25 Hottest Edge #Security Companies: 2022  https://t.co/4DWVjmhCKw #cybersecurity #SASE
- Akamai
- Appgate
- Barracuda
- Bitd…",Security,3,"Hyderabad, India",0.34,positive,38,41,43624,3041202,Broadcom,Technology
CyberSecurityN8,34419,2022-11-23 06:26:18+00:00,"RT @SushreeB: 25 Hottest Edge #Security Companies: 2022  https://t.co/4DWVjmhCKw #cybersecurity #SASE
- Akamai
- Appgate
- Barracuda
- Bitd…",Security,3,,0.34,positive,55,58,34417,1540336,Broadcom,Technology
edisonjscode,1246,2022-11-23 06:25:48+00:00,"RT @SushreeB: 25 Hottest Edge #Security Companies: 2022  https://t.co/4DWVjmhCKw #cybersecurity #SASE
- Akamai
- Appgate
- Barracuda
- Bitd…",Security,3,Colombia,0.34,positive,307,310,1055,75246,Broadcom,Technology
SushreeB,130,2022-11-23 05:36:50+00:00,"25 Hottest Edge #Security Companies: 2022  https://t.co/4DWVjmhCKw #cybersecurity #SASE
- Akamai
- Appgate
- Barrac… https://t.co/gzXb77Yfcr",Security,3,India,0.34,positive,1313,1316,-132,1910,Broadcom,Technology
GWhetstone,529,2022-11-21 16:57:41+00:00,For friends/folks in a content marketing role looking -- look no further. Broadcom Inc is a market leader and a sup… https://t.co/uI4utdRq9U,None,0,"San Francisco, CA",-0.296,negative,457,457,-664,6454,Broadcom,Technology
linkewire,284,2022-11-21 12:03:34+00:00,"Graphic Processors Market Is Booming Worldwide | Advanced Micro Devices (AMD), Intel Corporation, NVidia Corporatio… https://t.co/SnSBxKLFLZ",None,0,,0.25,positive,39,39,284,103228,Broadcom,Technology
simply_robo,1941,2022-11-20 20:00:21+00:00,"1/ Should you buy $AVGO

Our forecast shows that Broadcom Inc. is fairly valued (+17% upside ▲) vs current price of… https://t.co/rgIASKxYAm",None,0,Start your investing journey ➜,0.4404,positive,50618,50618,764,57095,Broadcom,Technology
BBerryUK,262,2022-11-20 11:05:02+00:00,"via Google: Mobile Virtualization Market growth, size, share, trends, covid-19 impact analysis, and forecasts to 20… https://t.co/cZs7KCJWZT",None,0,London (UK),0.5859,positive,0,0,213,63327,Broadcom,Technology
hyowcrld,634,2022-11-28 08:17:28+00:00,"RT @njmsjmdct2: [PIC] MY BEST ICON　自由なスタイルを求めて
https://t.co/06XSeZGj0K

Untagged RGB =&gt; Adobe RGB (1998) [Assign]
Adobe RGB (1998) =&gt; sRGB…",None,138,,0.7125,positive,138719,138857,-299,175944,Adobe,Technology
corinna_garner,0,2022-11-28 08:16:39+00:00,ADOBE ILLUSTRATOR 2022 FREE INSTALL | ILLUSTRATOR FREE DOWNLOAD | CRACK ILLUSTRATOR INSTALLER HD 2022 https://t.co/zQpLZj9xpV,None,0,,0.8429,positive,0,0,-1,19,Adobe,Technology
GingerXPike1,0,2022-11-28 08:16:37+00:00,ADOBE ILLUSTRATOR 2022 FREE INSTALL | ILLUSTRATOR FREE DOWNLOAD | CRACK ILLUSTRATOR INSTALLER HD 2022 https://t.co/w933bZnecl,None,0,,0.8429,positive,0,0,-1,8,Adobe,Technology
Pig_sle0527,307,2022-11-28 08:15:54+00:00,"Adobe  Stockで鳥の画像を探していたらケ○タッ○ーみたいな画像が出てきた😅
確かに鳥（鶏）だけどさぁ〜💧",None,0,日本 東京,0.3612,positive,6473,6473,122,10402,Adobe,Technology
peacock_green__,47,2022-11-28 08:15:04+00:00,"RT @AndHA_design: 🎨イラレでできる！
✏️手書き風デザインのつくりかた

手書きっぽい質感って、優しげで味があり
あたたかい雰囲気が出せますよね😊

鉛筆やクレヨン風の質感やフリーハンドで描いたような造形は、
イラレで意外と簡単に表現できちゃいます！
ぜひご参…",None,296,,0.7184,positive,1379,1675,-50,3116,Adobe,Technology
creativecloud,521803,2022-11-28 08:14:03+00:00,Feeling the love in the pit of their stomachs. 🎨 Jungeun Lee: https://t.co/vre3ttj4LC https://t.co/4kIJIxz8nu,None,0,Anywhere,0.6908,positive,6128,6128,519890,553245,Adobe,Technology
pinkdollphinVR1,192,2022-11-28 08:12:54+00:00,"RT @Aqura0509: 週末に怖い夢見た。。。blenderがAdobeに買収されて「5000円/月で最高の環境を利用できます！」って発表されて項垂れてるとこでハっ！とした。
本当に夢で良かったー😂
もうこれ以上サブスク増やすのはゴメンだぜ😱",None,32,,-0.4404,negative,5388,5420,-8,8412,Adobe,Technology
risay,3176,2022-11-28 08:12:42+00:00,"RT @xdufes: 【Adobe XD ユーザーフェス2022まで5日🫶】
今週の土曜日に開催される、Adobe XD ユーザーフェス2022
公式サイトに当日のタイムテーブルが発表されました🥳
スケジュール管理にお役立てください😊
https://t.co/BXmU1N3…",None,6,Japan,0.9563,positive,59537,59543,1504,155286,Adobe,Technology
OkpoFavour2,311,2022-11-28 08:11:25+00:00,@awelewacharles @CanonCNA @Lightroom @Adobe You're welcome bro,None,0,Metaverse,0.4588,positive,14261,14261,-918,17334,Adobe,Technology
faeriebites,11140,2022-11-28 08:11:19+00:00,"RT @okhismakingart: I've been taking photos but not editing them. I'm bored with my current set of editing skills, but I don't have time to…",None,33,Commissions : open ,-0.3919,negative,158913,158946,6471,294276,Adobe,Technology
MrWeeksGG,4,2022-11-28 08:11:05+00:00,"ADOBE HAS TO BE THE MOST SIMPLE AND MOST COMPLICATING PLATFORM TO EXIST. 

Here me out..

I had to create a .JSON f… https://t.co/EAByfPKIUM",None,0,,0.2732,positive,16,16,-16,10,Adobe,Technology
iTechSeries,161,2022-11-28 08:10:33+00:00,"Discover the ins and outs of creating frictionless, highly personalised customer journeys that meet the moment.… https://t.co/NAHge2PVMj",None,0,"Hawthorne, CA, USA",0.296,positive,272,272,-130,1465,Adobe,Technology
iTechSeries,161,2022-11-28 08:09:49+00:00,Adobe Journey Optimiser can help you orchestrate better omnichannel journeys. Find out how: https://t.co/vVrowVh9gh… https://t.co/76l8uNg8Ft,None,0,"Hawthorne, CA, USA",0.6808,positive,272,272,-130,1465,Adobe,Technology
raviios,76,2022-11-28 08:09:41+00:00,the only thing that can ruin my day today is adobe illustrator and hopefully my fashion teacher says 'we're using p… https://t.co/dqttG12dKQ,None,0,"17 , she/her",-0.2732,negative,26626,26626,-60,29916,Adobe,Technology
CiroOliveiraa,696,2022-11-28 08:07:07+00:00,"RT @Jhenekito: Busco trabajo como diseñador gráfico, especializado en logos y flyers para empresas, tiendas o persona natural. Domino el Ph…",None,21,"Rio de Janeiro, Brasil",0.3612,positive,3488,3509,-2394,5258,Adobe,Technology
farooqroy72,0,2022-11-28 08:05:55+00:00,Adobe XD CC Crack With Activation Code Free Download https://t.co/Fv0UFsKlhO,None,0,,0.8331,positive,0,0,0,218,Adobe,Technology
CreativeAlys,176,2022-11-28 08:05:20+00:00,Check out this method for creating this astonishing calligraphic design in Adobe Illustrator.… https://t.co/4F9rjlScz7,None,0,,0.296,positive,7,7,66,4429,Adobe,Technology
roberts92iaw,1,2022-11-28 08:05:00+00:00,"Adobe Creative Cloud All-in-One For Dummies (For Dummies (Computer/Tech)) H30TEBC

https://t.co/VMNdYl0N6S https://t.co/GnJ2ARlTpt",None,0,,0.4404,positive,0,0,-1,1769,Adobe,Technology
farooqroy72,0,2022-11-28 08:04:25+00:00,Adobe Zii 8 CC Crack with Serial Number Free Download https://t.co/8aqA8QT80s,None,0,,0.5574,positive,0,0,0,218,Adobe,Technology
Egel27,241,2022-11-28 08:04:12+00:00,Do you want to get the most out of data collection with Mobile SDK? During Tech Academy we will dive into the detai… https://t.co/gPeN2SU5gE,None,0,"England, United Kingdom",0.0772,positive,28286,28286,47,45073,Adobe,Technology
iTechSeries,161,2022-11-28 08:04:02+00:00,"Discover 10 ways to execute a successful cross-channel marketing campaign, and launch your next campaign with confi… https://t.co/hqatIpdlAO",None,0,"Hawthorne, CA, USA",0.5859,positive,272,272,-130,1465,Adobe,Technology
iTechSeries,161,2022-11-28 08:03:25+00:00,"Give your customers what they want and deliver automated, personalised cross-channel experiences with data-driven s… https://t.co/T3a6c8MnyZ",None,0,"Hawthorne, CA, USA",0.0772,positive,272,272,-130,1465,Adobe,Technology
awwwards,147987,2022-11-28 08:03:08+00:00,"Adobe X Bowie by @weareachtung (NL) wins #SOTD &amp; #DEVAWARD

↳ https://t.co/XGulaHrzoB https://t.co/4CTxkjLCyd",Sotd,0,World,0.5719,positive,16794,16794,144788,203850,Adobe,Technology
projektmagazin,5974,2022-11-28 08:01:32+00:00,Nur noch kurze Zeit gratis lesen: Tipps zum selbstorganisierten Lernen im Job und spannende Formate wie Lunch &amp; Lea… https://t.co/B2qmxrv4fK,None,0,"Taufkirchen, Bayern",0.0516,positive,1043,1043,1050,6120,Adobe,Technology
kakinomoto,585,2022-11-28 08:01:24+00:00,"ブラックフライデー価格で見たら月額約3,500円のサブスクと思えば、なぜか安く感じてしまうマジックｗ

Adobe Creative Cloud コンプリート | 12か月版 | Windows / Mac 対応 | オンラインコ… https://t.co/H9czqs9loQ",None,0,長野 上田市,0.4404,positive,985,985,-211,238342,Adobe,Technology
iTechSeries,161,2022-11-28 08:00:44+00:00,"With unlimited access to Adobe Stock, there's a lot your creative team can do https://t.co/grARAP38R7 #adobe @Adobe https://t.co/eh34vnuQr5",Adobe,0,"Hawthorne, CA, USA",0.4404,positive,272,272,-130,1465,Adobe,Technology
nekosan3,35,2022-11-28 08:00:29+00:00,"RT @Kurz_Gesagt: @rettiwt75071740 It's Adobe After Effects with some plugins, like #Duik for example",Duik,1,Paris,0.3612,positive,1717,1718,-219,3145,Adobe,Technology
creativecloudjp,109123,2022-11-28 08:00:11+00:00,"【絵の一部をサンプリング】
#AdobeFresco では、描かれている複数の色をスポイトツールを使ってマルチカラースウォッチとして取り出すことができます✨

これを使えば、まるでスクリーントーンのような感覚でパターンを塗ることが… https://t.co/w7d3kqzGLH",Adobefresco,1,"Tokyo, Japan",0.3182,positive,15963,15964,75491,134691,Adobe,Technology
iTechSeries,161,2022-11-28 08:00:05+00:00,Why attend this webinar? Because in this session you can uncover answers to key questions like: the role of 3D and… https://t.co/hH2qzBisV7,None,0,"Hawthorne, CA, USA",0.3612,positive,272,272,-130,1465,Adobe,Technology
aaliya_va,2594,2022-11-28 08:00:01+00:00,"FREE Graphic Design Software:

▪ Adobe Express 
▪ Canva 
▪ Pixlrsoftware
▪ GIMP 
▪ Lunacy 
▪ Corel Vector
▪ Blender… https://t.co/NZOAgzJ6fg",None,1,,0.6166,positive,14490,14491,2410,24712,Adobe,Technology
